name,duration,duration_stdev,duration_median,duration_min,duration_max,memory,memory_stdev,memory_median,memory_min,memory_max,num_warnings,num_warnings_stdev,num_warnings_median,num_warnings_min,num_warnings_max,num_locks_mean,num_locks_stdev,num_locks_median,num_locks_max,num_locks_min,num_accesses_mean,num_accesses_stdev,num_accesses_median,num_accesses_max,num_accesses_min,num_atomic_stores_mean,num_atomic_stores_stdev,num_atomic_stores_median,num_atomic_stores_max,num_atomic_stores_min,context_switches,context_switches_stdev,migrations,migrations_stdev,page_faults,page_faults_stdev,instructions,instructions_stdev,branches,branches_stdev,branch_misses,branch_misses_stdev,branch_miss_rate,branch_miss_rate_stdev,l1_loads,l1_loads_stdev,l1_load_misses,l1_load_misses_stdev,l1_miss_rate,l1_miss_rate_stdev,llc_loads,llc_loads_stdev,llc_load_misses,llc_load_misses_stdev,llc_miss_rate,llc_miss_rate_stdev
DRB073,87,23.593784492248517,75.0,60,130,47709.2,2571.7715813552854,48558.0,42892,50496,0,0.0,0.0,0,0,178.8,1.0327955589886444,178.0,178,180,10378.4,418.04789730896204,10494.5,9773,10987,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,1895719202.8,917858455.219712,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB074,32,6.324555320336759,30.0,30,50,30623.6,1282.4455110798622,30472.0,28272,32836,0,0.0,0.0,0,0,49,0.0,49.0,49,49,64,0.0,64.0,64,64,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,55823347.6,3677357.9972817805,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB075,91,22.335820757001272,90.0,40,120,47910.8,1714.6293930629895,47766.0,45172,50560,0,0.0,0.0,0,0,179.4,0.9660917830792959,180.0,178,180,190.2,0.6324555320336759,190.0,190,192,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,2260533474.4,908920466.8031859,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB076,32,4.216370213557839,30.0,30,40,30903.6,1811.9194978438381,31128.0,27248,32876,0,0.0,0.0,0,0,22,0.0,22.0,22,22,54,0.0,54.0,54,54,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,57026088.9,2835782.4149685334,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB077,103,35.91656999213594,90.0,60,180,48014.4,1189.2289939284192,47888.0,45976,50572,0,0.0,0.0,0,0,179.4,0.9660917830792959,180.0,178,180,252,0.0,252.0,252,252,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,2320164528.4,1016421053.5817951,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB078,99,22.335820757001272,95.0,70,140,47699.2,2751.804773437082,47784.0,43500,51584,0,0.0,0.0,0,0,180.8,1.0327955589886444,180.0,180,182,258,0.0,258.0,258,258,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,3432941659.9,1018517259.73137,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB079,103,22.135943621178654,100.0,70,140,48353.2,2449.632026788241,48616.0,43660,50880,0,0.0,0.0,0,0,182.4,0.9660917830792959,183.0,181,183,265,0.0,265.0,265,265,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,3662852986.5,1308448708.5893552,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB080,100,27.888667551135853,100.0,70,150,46807.6,2051.612655665998,46796.0,44712,51732,0,0.0,0.0,0,0,179.2,1.0327955589886444,180.0,178,180,252,0.0,252.0,252,252,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,2134229102.8,647999091.8781785,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB081,15,9.7182531580755,10.0,10,40,23066.4,1613.7621468688212,23618.0,20136,25160,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,30759814.8,1749.9583360119686,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB082,88,16.865480854231357,80.0,70,120,47409.2,1739.3741403159931,47572.0,44684,49636,0,0.0,0.0,0,0,179.6,0.8432740427115678,180.0,178,180,252,0.0,252.0,252,252,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,2182847358,588494350.6947135,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
