name,duration,duration_stdev,duration_median,duration_min,duration_max,memory,memory_stdev,memory_median,memory_min,memory_max,num_warnings,num_warnings_stdev,num_warnings_median,num_warnings_min,num_warnings_max,context_switches,context_switches_stdev,migrations,migrations_stdev,page_faults,page_faults_stdev,instructions,instructions_stdev,branches,branches_stdev,branch_misses,branch_misses_stdev,branch_miss_rate,branch_miss_rate_stdev,l1_loads,l1_loads_stdev,l1_load_misses,l1_load_misses_stdev,l1_miss_rate,l1_miss_rate_stdev,llc_loads,llc_loads_stdev,llc_load_misses,llc_load_misses_stdev,llc_miss_rate,llc_miss_rate_stdev
DRACC_OMP_039,119,27.26414006223804,115.0,90,160,48672,2407.3037014699894,49014.0,45644,53444,6,0.0,6.0,6,6,0,0.0,0,0.0,0,0.0,4690976223.1,2070011639.2625334,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRACC_OMP_040,119,25.144029554194812,120.0,80,160,48270.4,1832.1127573256936,47618.0,46400,51700,2,0.0,2.0,2,2,0,0.0,0,0.0,0,0.0,3881618273.7,1257222296.8664086,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRACC_OMP_041,120,17.638342073763937,120.0,100,160,49122.8,1975.9721545496423,49458.0,46560,51412,2,0.0,2.0,2,2,0,0.0,0,0.0,0,0.0,3863175524.3,953205733.140682,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRACC_OMP_042,40,0.0,40.0,40,40,46044.8,1834.1160026320883,46152.0,43556,48532,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,69834975.2,111350.86395992724,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRACC_OMP_043,126,24.585451886114367,125.0,100,180,49270,2006.4919082263398,49196.0,46324,52264,2,0.0,2.0,2,2,0,0.0,0,0.0,0,0.0,4336802708.5,1556720354.1055548,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRACC_OMP_044,115,14.337208778404378,120.0,90,130,49608.8,1848.5471051612399,49080.0,46528,52664,2,0.0,2.0,2,2,0,0.0,0,0.0,0,0.0,3455399487.8,703531093.7241036,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRACC_OMP_045,40,0.0,40.0,40,40,45522.8,1558.5167307411236,45888.0,43020,47448,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,70158135.9,105219.19879359787,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRACC_OMP_046,119,19.119507199599983,110.0,100,160,48436,954.8659009980872,48400.0,47040,50280,2,0.0,2.0,2,2,0,0.0,0,0.0,0,0.0,2738002810.8,750031188.3715844,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRACC_OMP_047,727,185.0555472163846,710.0,430,930,50459.2,2134.8526256707587,50478.0,47516,54676,2.6,0.5163977794943222,3.0,2,3,0,0.0,0,0.0,0,0.0,16977728852.2,4468714381.984008,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRACC_OMP_048,124,17.76388345929897,125.0,90,150,47836,1550.852955276189,47926.0,45660,51304,2,0.0,2.0,2,2,0,0.0,0,0.0,0,0.0,3255296555.9,861890055.706769,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRACC_OMP_049,87,15.670212364724211,85.0,70,110,54004,2992.381437361665,53392.0,49804,58540,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,1729852427,852700699.0096021,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRACC_OMP_050,92,22.50925735484551,90.0,60,120,53886.8,1944.7708119753113,53818.0,50536,57372,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,2099628475.3,740042424.5282124,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRACC_OMP_051,87,17.669811040931428,85.0,60,120,54958.8,2045.0578258599708,54702.0,51228,58756,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,1987562495,530248738.7901016,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRACC_OMP_052,96,17.76388345929897,95.0,70,120,48886.4,2025.10571466172,49374.0,45280,51048,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,2097012679.6,851724663.8765373,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRACC_OMP_053,88,17.511900715418264,85.0,70,120,47987.6,1477.640702080328,48368.0,45492,49532,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,2330669204.2,670393395.7872676,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRACC_OMP_054,41,3.1622776601683795,40.0,40,50,45068,2377.2978124098986,45384.0,40668,48436,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,70363097.8,37238.448117205124,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRACC_OMP_055,89,15.951314818673865,90.0,60,120,48412,1689.3885810487113,48282.0,45756,51008,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,1843374930.1,656501248.458158,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRACC_OMP_056,1558,155.33476394190996,1530.0,1300,1860,92954,2803.573751085885,93404.0,88816,96628,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,90684470611.6,2784919036.639405,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
iris,445,298.74738492579314,315.0,170,1010,44600,2206.078874383235,43606.0,42008,48308,47,4.594682917363407,47.0,40,52,0,0.0,0,0.0,0,0.0,6247602391.1,4835155609.688038,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
dc.S.x,293,23.118054512532936,285.0,270,340,188058.8,1590.7913334773566,187876.0,186116,190656,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,2763171336.4,511292685.9007974,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
is.W.x,1017,88.0719402912566,1035.0,800,1130,125461.2,2091.993668994032,125054.0,121840,129364,2.7,2.263232692902394,2.5,0,8,0,0.0,0,0.0,0,0.0,58852140881.3,4060108533.043018,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
