name,duration,duration_stdev,duration_median,duration_min,duration_max,memory,memory_stdev,memory_median,memory_min,memory_max,num_warnings,num_warnings_stdev,num_warnings_median,num_warnings_min,num_warnings_max,context_switches,context_switches_stdev,migrations,migrations_stdev,page_faults,page_faults_stdev,instructions,instructions_stdev,branches,branches_stdev,branch_misses,branch_misses_stdev,branch_miss_rate,branch_miss_rate_stdev,l1_loads,l1_loads_stdev,l1_load_misses,l1_load_misses_stdev,l1_miss_rate,l1_miss_rate_stdev,llc_loads,llc_loads_stdev,llc_load_misses,llc_load_misses_stdev,llc_miss_rate,llc_miss_rate_stdev
DRB125,91,20.789954839350234,85.0,70,130,40503.6,93.4561097223956,40520.0,40340,40636,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,2118600118,805530055.1944618,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB126,27,4.83045891539648,30.0,20,30,22582.4,130.15136487097544,22556.0,22372,22768,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,46556820.9,26761.225351657988,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB127,34,17.76388345929897,30.0,20,70,24626.4,2242.7611553618453,24144.0,22328,27908,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,47330071.8,29063.965217736168,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB128,20,0.0,20.0,20,20,27099.6,1413.6470720955936,27180.0,24808,28936,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,47347323.7,28332.275364757494,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB129,21,3.1622776601683795,20.0,20,30,26487.6,1862.3506770864728,26862.0,22524,29104,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,47340984.2,30096.638364515802,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB130,21,3.1622776601683795,20.0,20,30,26546,1844.0527830478895,27044.0,22392,29260,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,47354669.3,26962.883859318743,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB131,114,18.973665961010276,110.0,90,150,44946.8,1295.3798927985051,44870.0,43240,46716,1,0.0,1.0,1,1,0,0.0,0,0.0,0,0.0,5304374058.2,1159658582.3577397,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB132,71,17.919573407620817,65.0,40,90,44656.4,1548.1021499457543,44726.0,41944,47200,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,2286595222.5,1170757154.6729245,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB133,93,20.575065816014618,90.0,60,130,44938.4,1504.6289465069674,45348.0,41976,47344,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,3430931405.6,876605950.6826559,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB134,107,27.10063549890379,100.0,60,160,45532.8,1164.0493307607046,45466.0,44276,47484,0.9,0.31622776601683794,1.0,0,1,0,0.0,0,0.0,0,0.0,4604039328.6,1619553702.4939737,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB135,78,22.01009869229224,70.0,50,120,45186.4,1214.8725767658837,45396.0,43712,47340,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,2708826893.7,1459400699.477999,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB136,105,7.0710678118654755,100.0,100,120,46257.2,1369.2301811196278,46232.0,43252,48108,1,0.0,1.0,1,1,0,0.0,0,0.0,0,0.0,4856572525.5,470365702.8232121,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB137,10,0.0,10.0,10,10,23712,1492.1185535264208,24086.0,21168,25688,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,30759432.2,1588.971071689685,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB138,10,0.0,10.0,10,10,23581.2,1401.1602176609053,23454.0,21296,25928,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,30758864.7,2345.631071209243,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB139,65,14.337208778404378,65.0,40,90,44761.2,1675.1486036899664,44230.0,42368,47364,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,1413677401.9,628901076.7076538,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB140,80,18.257418583505537,80.0,50,100,45153.6,1146.2110722821612,45346.0,43540,46556,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,2215104132.4,936296384.4721308,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB141,86,25.473297566057067,80.0,50,140,44806.8,1250.909784472441,44588.0,42568,47108,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,2785874603.4,1371150356.4560473,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB142,23,4.83045891539648,20.0,20,30,27079.2,1189.709656456846,27190.0,25024,28452,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,47000900.4,20571.26993973229,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB143,22,4.216370213557839,20.0,20,30,27478.4,1726.2760948224811,27900.0,24140,29712,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,47004449.4,40061.03520379872,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB144,96,23.664319132398465,95.0,50,130,44922.4,1688.1960918224058,45328.0,40696,46640,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,1737446975.5,704945001.1320889,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB145,100,22.60776661041756,100.0,60,140,45139.2,1693.7582668924945,45432.0,41628,47336,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,2221917603,537137741.9965096,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB146,40,0.0,40.0,40,40,41610.8,1884.9090045823314,41902.0,39268,44620,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,55246025.5,50018.993055416235,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB147,103,21.10818693198342,110.0,60,140,45086,1105.4792826844132,45150.0,43600,47180,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,2032409174.4,677114564.7603985,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB148,130,22.110831935702667,125.0,100,170,43220,2623.35696728024,41392.0,41180,47640,1.7,1.0593499054713802,1.0,1,4,0,0.0,0,0.0,0,0.0,2930164160.4,1069902148.2965086,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB149,108,25.733678754158376,95.0,80,160,40769.2,86.08109871252547,40774.0,40620,40884,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,2002496123.7,710387943.1122996,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB150,94,13.498971154211057,90.0,80,120,41250.8,1548.5403019187672,40786.0,40516,45640,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,1801875458.7,420959889.22444725,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB151,121,17.28840330651992,125.0,100,140,41330,165.5831446065021,41302.0,41088,41656,2,0.0,2.0,2,2,0,0.0,0,0.0,0,0.0,4146737336.9,947652485.8646201,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB152,108,20.439612955674523,100.0,90,150,40718.8,117.93859042362305,40748.0,40500,40852,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,2256734875.5,575926257.8547419,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB153,127,22.63232692902394,130.0,90,170,41245.6,114.57670889941909,41238.0,40980,41372,2,0.0,2.0,2,2,0,0.0,0,0.0,0,0.0,3527352378,649829014.0175661,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB154,40,0.0,40.0,40,40,38060.8,110.7196660239022,38046.0,37808,38208,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,55991230.7,51146.02808962241,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB155,78,11.352924243950934,70.0,70,100,40656.4,109.97292596109483,40628.0,40492,40844,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,1407291053.9,440555732.93151534,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB156,134,50.15531433014407,125.0,90,270,41189.6,161.12052079801077,41226.0,40872,41376,2,0.0,2.0,2,2,0,0.0,0,0.0,0,0.0,4267066376.1,1696516713.623874,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
